#date,queriesUDP_IPV4,queriesTCP_IPv4,queriesTOTAL_IPv4,ratioTCP_IPv4,queriesUDP_IPV6,queriesTCP_IPv6,queriesTOTAL_IPv6,ratioTCP_IPv6
20161204,6363601601,64587549,6428189150,1.0,1052507623,8725115,1061232738,0.82
20161205,7019447420,74691638,7094139058,1.05,1047517143,9898280,1057415423,0.94
20161206,7211173946,79137512,7290311458,1.09,865721559,12612181,878333740,1.44
20161207,7210166948,74392656,7284559604,1.02,777045643,10118207,787163850,1.29
20161208,6844581778,73263521,6917845299,1.06,743285964,8986129,752272093,1.19
20161209,7013089622,73125539,7086215161,1.03,756807593,8592478,765400071,1.12
20161210,6468088794,66318812,6534407606,1.01,748038260,8489094,756527354,1.12
20161211,6415506969,65030746,6480537715,1.0,754546671,8917564,763464235,1.17
20161212,6845169635,73280637,6918450272,1.06,783238831,8618312,791857143,1.09
20161213,7067527213,77868645,7145395858,1.09,776154606,8007907,784162513,1.02
20161214,7236766155,74539452,7311305607,1.02,782454678,8345908,790800586,1.06
20161215,7253974327,75116442,7329090769,1.02,742648238,8279448,750927686,1.1
20161216,6983658855,71721861,7055380716,1.02,753507471,7829598,761337069,1.03
20161217,6227241632,64103019,6291344651,1.02,737629192,7257931,744887123,0.97
20161218,5894911503,61996430,5956907933,1.04,739574785,6874723,746449508,0.92
20161219,6585019025,68289706,6653308731,1.03,741119035,7457857,748576892,1.0
20161220,6864922251,72744609,6937666860,1.05,737871541,7892101,745763642,1.06
20161221,6684927860,73482159,6758410019,1.09,731129875,7501788,738631663,1.02
20161222,6465500480,68679741,6534180221,1.05,742123069,7366422,749489491,0.98
20161223,6169591545,67093734,6236685279,1.08,728375832,7816730,736192562,1.06
20161224,5671398390,61987267,5733385657,1.08,692810130,7124166,699934296,1.02
20161225,5562150923,59932003,5622082926,1.07,706270345,6453808,712724153,0.91
20161226,5832682207,61974727,5894656934,1.05,733847223,6695095,740542318,0.9
20161227,6002340123,65722432,6068062555,1.08,753399902,6523905,759923807,0.86
20161228,6125925201,64076748,6190001949,1.04,748685564,6975678,755661242,0.92
20161229,6257881613,63083432,6320965045,1.0,770204823,6440276,776645099,0.83
20161230,6217771860,60830986,6278602846,0.97,744114470,6143565,750258035,0.82
20161231,5994902857,61374971,6056277828,1.01,724179008,6356687,730535695,0.87
20170101,5771809897,62242930,5834052827,1.07,723858332,7361204,731219536,1.01
20170102,6110778736,64892044,6175670780,1.05,745560065,6925844,752485909,0.92
20170103,6376246151,69895888,6446142039,1.08,757849245,7502637,765351882,0.98
20170104,6558370076,65686127,6624056203,0.99,769545160,7019487,776564647,0.9
20170105,6753066138,65485896,6818552034,0.96,764740042,6986518,771726560,0.91
20170106,7857776205,69947757,7927723962,0.88,853130896,7700585,860831481,0.89
20170107,6386387209,60922552,6447309761,0.94,753889339,6802529,760691868,0.89
20170108,6415912935,66561211,6482474146,1.03,779778457,7067256,786845713,0.9
20170109,10463365261,100794829,10564160090,0.95,1107457708,10454094,1117911802,0.94
20170110,10475712191,102214545,10577926736,0.97,1069662614,9655891,1079318505,0.89
20170111,7057359299,76234580,7133593879,1.07,796155069,8110495,804265564,1.01
20170112,7017871359,89487383,7107358742,1.26,779866980,8352209,788219189,1.06
20170113,7021096528,83883198,7104979726,1.18,789868000,8080136,797948136,1.01
20170114,6530789225,69491633,6600280858,1.05,807564407,7528270,815092677,0.92
20170115,6435611486,77439096,6513050582,1.19,815936861,7516292,823453153,0.91
20170116,6891450379,79575277,6971025656,1.14,813401614,7915000,821316614,0.96
20170117,7012180601,76144385,7088324986,1.07,806872190,7775003,814647193,0.95
20170118,6971451789,79260439,7050712228,1.12,796783525,8557982,805341507,1.06
20170119,7078104016,83548812,7161652828,1.17,778670413,8350670,787021083,1.06
20170120,6858820106,83580604,6942400710,1.2,780015080,9223572,789238652,1.17
20170121,6450579099,75948512,6526527611,1.16,747138858,7229563,754368421,0.96
20170122,5812505257,73655994,5886161251,1.25,747241824,7353018,754594842,0.97
20170123,6788776793,82005733,6870782526,1.19,744927001,7962105,752889106,1.06
20170124,6898197358,88283823,6986481181,1.26,754244922,7759019,762003941,1.02
20170125,6762995154,86136431,6849131585,1.26,747035537,7810193,754845730,1.03
20170126,6833533176,93079692,6926612868,1.34,747508264,7957248,755465512,1.05
20170127,6774580322,93289719,6867870041,1.36,731354785,7893639,739248424,1.07
20170128,6187313513,81125383,6268438896,1.29,731505473,7188527,738694000,0.97
20170129,6223335406,78170922,6301506328,1.24,749186282,7108777,756295059,0.94
20170130,6706795512,84013243,6790808755,1.24,747522080,7309056,754831136,0.97
20170131,6733904601,88534814,6822439415,1.3,759154134,7567243,766721377,0.99
20170201,6731600967,93230435,6824831402,1.37,769042739,7449646,776492385,0.96
20170202,6723334411,90728529,6814062940,1.33,759121495,7280318,766401813,0.95
20170203,6575832810,90768968,6666601778,1.36,782355459,7406583,789762042,0.94
20170204,6608040950,82985921,6691026871,1.24,808249663,6779359,815029022,0.83
20170205,6540426076,81740580,6622166656,1.23,820618421,7193635,827812056,0.87
20170206,6764871428,86835488,6851706916,1.27,785538441,7297929,792836370,0.92
20170207,6775113474,88602530,6863716004,1.29,801933638,7135582,809069220,0.88
20170208,6855610005,93862219,6949472224,1.35,805088985,7230032,812319017,0.89
20170209,6737585408,90703933,6828289341,1.33,812764914,7230703,819995617,0.88
20170210,6706927221,91462412,6798389633,1.35,811441433,7406651,818848084,0.9
20170211,6199602214,84860235,6284462449,1.35,794558269,7207422,801765691,0.9
20170212,6243523839,84656959,6328180798,1.34,795399962,7101654,802501616,0.88
20170213,6695244513,90593682,6785838195,1.34,799687846,7514763,807202609,0.93
20170214,6767122489,89349145,6856471634,1.3,799836631,8300541,808137172,1.03
20170215,6738071829,79007503,6817079332,1.16,774250679,7721844,781972523,0.99
20170216,6821840214,83304059,6905144273,1.21,788043133,7949245,795992378,1.0
20170217,6752908003,109719759,6862627762,1.6,824035798,7737085,831772883,0.93
20170218,5582651244,75488988,5658140232,1.33,775878958,7459314,783338272,0.95
20170219,6144181792,76153058,6220334850,1.22,779990403,7356606,787347009,0.93
20170220,6866587970,82528502,6949116472,1.19,806580754,8319304,814900058,1.02
20170221,9602932889,92796352,9695729241,0.96,1038862803,9697071,1048559874,0.92
20170222,6855957888,80783413,6936741301,1.16,799875159,7869036,807744195,0.97
20170223,6970649862,81227744,7051877606,1.15,806306854,7589670,813896524,0.93
20170224,6667509745,83530989,6751040734,1.24,806091821,7872880,813964701,0.97
20170225,6368813352,74569316,6443382668,1.16,801908769,7696058,809604827,0.95
20170226,6386035931,73548666,6459584597,1.14,812602296,7130091,819732387,0.87
20170227,6796785955,80074691,6876860646,1.16,810454686,8433459,818888145,1.03
20170228,6933505232,84136312,7017641544,1.2,820269653,8803679,829073332,1.06
20170301,6966103026,80906151,7047009177,1.15,878749079,9150060,887899139,1.03
20170302,7142099347,88617647,7230716994,1.23,913145826,9041161,922186987,0.98
20170303,7128605185,82973338,7211578523,1.15,877334017,8974536,886308553,1.01
